Order ID,Order ID,Segment_Label,Segment_Name,Cluster_Quality_Score,Recency,Frequency,Monetary,Loyalty_Score,DBSCAN_Segment,PCA1,PCA2,Item Price
4649,4649,1,High_Value,0.7271424846630182,1,2,13082.75,0.3058639595387448,0,-0.9551783728339022,-1.4514538536870467,3392.75
4648,4648,1,High_Value,0.7359633891191607,1,1,14535.0,0.2975363587788946,1,-0.9721254279476694,-1.550695427559695,4845.0
4647,4647,1,High_Value,0.7283092227825881,1,2,11930.0,0.30585940920369037,0,-0.915496841661577,-1.4581857804572187,9170.0
4647,4647,1,High_Value,0.7252240767408421,1,2,11930.0,0.30585940920369037,0,-0.9598838885029553,-1.4506890887376878,2760.0
4646,4646,1,High_Value,0.7344470839191396,1,1,36600.0,0.2976234575800009,1,-0.9291893451720656,-1.5590188116045038,9150.0
4645,4645,1,High_Value,0.7328267513206256,1,1,13571.0,0.2975325535106296,1,-0.9789733090581607,-1.5503848428246125,3392.75
4644,4644,1,High_Value,0.7179142323185729,1,2,10640.0,0.30585431709159305,0,-0.9727800250258609,-1.4485445476382612,950.0
4644,4644,1,High_Value,0.7302899302794459,1,2,10640.0,0.30585431709159305,0,-0.9414600210170051,-1.4548631785404407,4845.0
4643,4643,1,High_Value,0.72836167456557,1,2,13995.0,0.3058675605304198,0,-0.9150550399623506,-1.4582067161913375,9150.0
4643,4643,1,High_Value,0.7301808543283197,1,2,13995.0,0.3058675605304198,0,-0.9448656853058972,-1.45317188657315,4845.0
4642,4642,1,High_Value,0.7301808543283197,1,2,13995.0,0.3058675605304198,0,-0.9448656853058972,-1.45317188657315,4845.0
4642,4642,1,High_Value,0.72836167456557,1,2,13995.0,0.3058675605304198,0,-0.9150550399623506,-1.4582067161913375,9150.0
4641,4641,1,High_Value,0.710953323710981,2,2,875500.0,0.30674723432271084,-1,-0.40988446393835065,-1.540474090599708,9150.0
4641,4641,1,High_Value,0.7110354807082595,2,2,875500.0,0.30674723432271084,-1,-0.4428410059145633,-1.5249842957219075,10450.0
4640,4640,1,High_Value,0.7411706940249541,2,1,91500.0,0.29531915999380404,1,-0.8745987364350135,-1.5330766369822408,9150.0
4639,4639,1,High_Value,0.716196875808234,2,1,14500.0,0.2950152122174531,1,-0.906055305093,-1.518656174490449,14500.0
4638,4638,1,High_Value,0.7423597754528002,2,1,42025.0,0.29512386367906424,1,-0.9202915842294553,-1.5203314564165127,8405.0
4637,4637,1,High_Value,0.7418973376894062,2,1,4800.0,0.2949769226923803,1,-0.9759503112385324,-1.5071035110278697,4800.0
4636,4636,1,High_Value,0.7408631847525219,2,1,45750.0,0.2951385676461669,1,-0.9134914626011685,-1.5215253634601802,9150.0
4635,4635,1,High_Value,0.737402195371506,2,2,38025.0,0.3034414075175222,0,-0.9127996999168427,-1.4209372362081822,4845.0
4635,4635,1,High_Value,0.7321336221308763,2,2,38025.0,0.3034414075175222,0,-0.9289013372262097,-1.4178196773396226,2760.0
4634,4634,1,High_Value,0.7372741446712874,2,1,41400.0,0.29512139657048997,1,-0.9247359842999999,-1.5278128256236863,2760.0
4633,4633,1,High_Value,0.7425871782208104,2,1,24225.0,0.2950536004268688,1,-0.9527861251646239,-1.514626343563552,4845.0
4632,4632,1,High_Value,0.7432548105769098,2,1,6500.0,0.2949836332277023,1,-0.9637006709862225,-1.5091282046244043,6500.0
4631,4631,1,High_Value,0.7380514424782606,2,1,20000.0,0.2950369227729067,1,-0.9302938511981771,-1.5156944034010527,10000.0
4630,4630,1,High_Value,0.7363063923685892,2,1,13025.0,0.2950093898412178,1,-0.9732321284496738,-1.511036609633599,2605.0
4629,4629,1,High_Value,0.7369088323924711,2,1,13800.0,0.2950124490558499,1,-0.9718173380437887,-1.5112850064010734,2760.0
4628,4628,1,High_Value,0.7425871782208104,2,1,24225.0,0.2950536004268688,1,-0.9527861251646239,-1.514626343563552,4845.0
4627,4627,1,High_Value,0.7423125242896559,2,1,14535.0,0.2950153503755332,1,-0.9642060906100034,-1.510891724710959,4845.0
4626,4626,1,High_Value,0.7425871782208104,2,1,24225.0,0.2950536004268688,1,-0.9527861251646239,-1.514626343563552,4845.0
4625,4625,1,High_Value,0.7379251271189676,2,1,3198.0,0.2949705989996827,1,-0.9874937957586503,-1.5051955350621942,3198.0
4624,4624,1,High_Value,0.7363367202007808,2,1,10450.0,0.2949992253538917,1,-0.9352382715764439,-1.5138326397457638,10450.0
4623,4623,1,High_Value,0.7424583164485531,2,1,19380.0,0.29503447540120104,1,-0.9584961078873137,-1.5127590341372554,4845.0
4622,4622,1,High_Value,0.7369815712756385,2,1,55200.0,0.29517587032781,1,-0.9011953074281057,-1.5360767352349927,2760.0
4621,4621,1,High_Value,0.7369815712756385,2,1,55200.0,0.29517587032781,1,-0.9011953074281057,-1.5360767352349927,2760.0
4620,4620,1,High_Value,0.7423125242896559,2,1,14535.0,0.2950153503755332,1,-0.9642060906100034,-1.510891724710959,4845.0
4619,4619,1,High_Value,0.7353205436094818,2,2,26220.0,0.30339480877077124,0,-0.9046005063753796,-1.4185133906256948,9020.0
4619,4619,1,High_Value,0.7363234042723432,2,2,26220.0,0.30339480877077124,0,-0.9024113172754086,-1.4200912487749358,8600.0
4618,4618,1,High_Value,0.7321091955999778,2,2,27800.0,0.30340104562124703,0,-0.9317747099073782,-1.4176001921544603,2760.0
4618,4618,1,High_Value,0.714772897374297,2,2,27800.0,0.30340104562124703,-1,-0.8696717152135452,-1.4243715690184517,14000.0
4617,4617,1,High_Value,0.717912945546672,2,3,50525.0,0.31182408302234105,-1,-0.8555545560057486,-1.3273156627761926,9150.0
4617,4617,1,High_Value,0.7198472659375702,2,3,50525.0,0.31182408302234105,-1,-0.8731785934451514,-1.3272202236458974,4845.0
4617,4617,1,High_Value,0.7196519847761418,2,3,50525.0,0.31182408302234105,-1,-0.8687251738217259,-1.3238568575044827,8000.0
4616,4616,1,High_Value,0.7369088323924711,2,1,13800.0,0.2950124490558499,1,-0.9718173380437887,-1.5112850064010734,2760.0
4615,4615,1,High_Value,0.7263333380763324,2,2,6240.0,0.30331594024386876,0,-0.9590704788682834,-1.4106992672199952,1435.0
4615,4615,1,High_Value,0.7336031205212727,2,2,6240.0,0.30331594024386876,0,-0.9493394830077513,-1.4114766606654165,3370.0
4614,4614,1,High_Value,0.7359321394848618,2,1,5210.0,0.294978541115605,1,-0.9871331009915323,-1.506126108130305,2605.0
4613,4613,1,High_Value,0.7360705432626138,2,1,7815.0,0.2949888240241426,1,-0.9824994434775796,-1.5077629419647365,2605.0
4612,4612,1,High_Value,0.7361954080490304,2,1,10420.0,0.29499910693268017,1,-0.9778657859636267,-1.5093997757991677,2605.0
4611,4611,1,High_Value,0.7363063923685892,2,1,13025.0,0.2950093898412178,1,-0.9732321284496738,-1.511036609633599,2605.0
4610,4610,1,High_Value,0.7363063923685892,2,1,13025.0,0.2950093898412178,1,-0.9732321284496738,-1.511036609633599,2605.0
4609,4609,1,High_Value,0.7363063923685892,2,1,13025.0,0.2950093898412178,1,-0.9732321284496738,-1.511036609633599,2605.0
4608,4608,1,High_Value,0.7363063923685892,2,1,13025.0,0.2950093898412178,1,-0.9732321284496738,-1.511036609633599,2605.0
4607,4607,1,High_Value,0.7195336433901847,2,1,549000.0,0.297125083470175,-1,-0.48567147477346356,-1.648589372202848,9150.0
4606,4606,1,High_Value,0.7105548613541999,3,1,16000.0,0.29250012487467,-1,-0.8873274616503548,-1.480638965991597,16000.0
4605,4605,1,High_Value,0.7214457473450725,3,3,12850.0,0.3091543573141223,-1,-0.9060163370971219,-1.2773967868464193,3000.0
4605,4605,1,High_Value,0.7206755882916367,3,3,12850.0,0.3091543573141223,-1,-0.9077475011704986,-1.2771044041740507,2750.0
4605,4605,1,High_Value,0.7264240940333573,3,3,12850.0,0.3091543573141223,-1,-0.8776252462937442,-1.2821918626732645,7100.0
4604,4604,1,High_Value,0.7223439062475935,3,1,14248.0,0.2924932090759146,1,-0.8999517967809706,-1.4785523405909333,14248.0
4603,4603,1,High_Value,0.741788720378197,3,1,10500.0,0.29247841431921634,1,-0.9269586507019453,-1.474088486708691,10500.0
4602,4602,1,High_Value,0.6860092055581798,3,1,915000.0,0.29604881384791043,-1,-0.16661032810655743,-1.7011958575305985,9150.0
4601,4601,1,High_Value,0.745925544112583,3,1,18560.0,0.2925102301513902,1,-0.927908558465138,-1.4749591018241308,9280.0
4600,4600,1,High_Value,0.7456626133542784,3,1,28350.0,0.2925488749400977,1,-0.9186792131137714,-1.4775201846061323,9450.0
4599,4599,1,High_Value,0.7470928488667697,3,1,40200.0,0.292595651318666,1,-0.9258292823368153,-1.4824126511013633,4020.0
4598,4598,1,High_Value,0.7378962594076424,3,1,366000.0,0.29388170567626526,5,-0.6333230421004176,-1.5625805752658697,9150.0
4597,4597,1,High_Value,0.7316511074109895,3,1,457500.0,0.29424289037153945,5,-0.5555375897681076,-1.5856831223099912,9150.0
4596,4596,1,High_Value,0.7466628219714739,3,1,20100.0,0.2925163091069172,1,-0.9523971238582821,-1.4735005288879364,4020.0
4595,4595,2,At_Risk,0.30721042367535534,3,1,26880000.0,0.3985423724576865,-1,20.101901744186506,-7.523235468623192,11200.0
4594,4594,1,High_Value,0.7470928488667697,3,1,40200.0,0.292595651318666,1,-0.9258292823368153,-1.4824126511013633,4020.0
4593,4593,1,High_Value,0.7471137524865877,3,1,60300.0,0.29267499353041476,1,-0.8992614408153483,-1.4913247733147903,4020.0
4592,4592,1,High_Value,0.7470928488667697,3,1,40200.0,0.292595651318666,1,-0.9258292823368153,-1.4824126511013633,4020.0
4591,4591,1,High_Value,0.7470928488667697,3,1,40200.0,0.292595651318666,1,-0.9258292823368153,-1.4824126511013633,4020.0
4590,4590,1,High_Value,0.7466628219714739,3,1,20100.0,0.2925163091069172,1,-0.9523971238582821,-1.4735005288879364,4020.0
4589,4589,1,High_Value,0.7466628219714739,3,1,20100.0,0.2925163091069172,1,-0.9523971238582821,-1.4735005288879364,4020.0
4588,4588,1,High_Value,0.740923846378189,3,2,13072.0,0.3008219002977546,0,-0.8985755362998864,-1.3787315367865878,9280.0
4588,4588,1,High_Value,0.7410017364413615,3,2,13072.0,0.3008219002977546,0,-0.9365780500386516,-1.3723131523627523,3792.0
4587,4587,1,High_Value,0.7454715370042557,3,1,18900.0,0.29251157225845464,1,-0.926601909044601,-1.4751790626349526,9450.0
4586,4586,1,High_Value,0.7466628219714739,3,1,20100.0,0.2925163091069172,1,-0.9523971238582821,-1.4735005288879364,4020.0
4585,4585,1,High_Value,0.7452512665455651,3,1,9450.0,0.29247426957681155,1,-0.9345246049754308,-1.4728379406637728,9450.0
4584,4584,1,High_Value,0.7466628219714739,3,1,20100.0,0.2925163091069172,1,-0.9523971238582821,-1.4735005288879364,4020.0
4583,4583,1,High_Value,0.7315710684670801,3,1,458500.0,0.29424683774525834,5,-0.5549225840745521,-1.5858077753060973,9170.0
4582,4582,1,High_Value,0.7465235203689959,3,1,16080.0,0.2925004406645675,1,-0.9577106921625754,-1.4717181044452512,4020.0
4581,4581,1,High_Value,0.7465235203689959,3,1,16080.0,0.2925004406645675,1,-0.9577106921625754,-1.4717181044452512,4020.0
4580,4580,1,High_Value,0.7465235203689959,3,1,16080.0,0.2925004406645675,1,-0.9577106921625754,-1.4717181044452512,4020.0
4579,4579,1,High_Value,0.7465235203689959,3,1,16080.0,0.2925004406645675,1,-0.9577106921625754,-1.4717181044452512,4020.0
4578,4578,1,High_Value,0.7463621081017612,3,1,12060.0,0.29248457222221774,1,-0.963024260466869,-1.4699356800025656,4020.0
4577,4577,1,High_Value,0.7463621081017612,3,1,12060.0,0.29248457222221774,1,-0.963024260466869,-1.4699356800025656,4020.0
4576,4576,1,High_Value,0.7465235203689959,3,1,16080.0,0.2925004406645675,1,-0.9577106921625754,-1.4717181044452512,4020.0
4575,4575,1,High_Value,0.741788720378197,3,1,10500.0,0.29247841431921634,1,-0.9269586507019453,-1.474088486708691,10500.0
4574,4574,1,High_Value,0.7466628219714739,3,1,20100.0,0.2925163091069172,1,-0.9523971238582821,-1.4735005288879364,4020.0
4573,4573,1,High_Value,0.7371000061008934,3,2,4603.75,0.30078847295025996,0,-0.9471773176172157,-1.3707431438432214,2605.0
4573,4573,1,High_Value,0.7345901443243761,3,2,4603.75,0.30078847295025996,0,-0.9513753904951542,-1.3700341158627274,1998.75
4572,4572,2,At_Risk,0.34480167396104794,3,1,19900000.0,0.3709897039001576,-1,12.071775939509532,-4.89819928312384,19900.0
4571,4571,1,High_Value,0.7465235203689959,3,1,16080.0,0.2925004406645675,1,-0.9577106921625754,-1.4717181044452512,4020.0
4570,4570,1,High_Value,0.7418347281721734,3,1,52100.0,0.29264262506592026,1,-0.8958079284027146,-1.4957854143013336,2605.0
4569,4569,1,High_Value,0.7466628219714739,3,1,20100.0,0.2925163091069172,1,-0.9523971238582821,-1.4735005288879364,4020.0
4568,4568,1,High_Value,0.742111575572708,3,1,26050.0,0.29253979598054436,1,-0.9421445035422435,-1.4794170759570202,2605.0
4567,4567,1,High_Value,0.7470395847690318,3,1,91500.0,0.2927981515904427,1,-0.8666793990973476,-1.4932729341335054,9150.0
4566,4566,1,High_Value,0.7305453794635353,3,2,10350.0,0.3008111555464919,0,-0.9417330557439716,-1.3749099256870405,1080.0
4566,4566,1,High_Value,0.743359219826588,3,2,10350.0,0.3008111555464919,0,-0.9293242193650142,-1.3736090396909915,4950.0
4565,4565,1,High_Value,0.7366425291859496,3,1,7649.07019,0.29246716063381006,1,-0.9751267445544595,-1.4695098569952205,1529.814038
4564,4564,1,High_Value,0.7470928488667697,3,1,40200.0,0.292595651318666,1,-0.9258292823368153,-1.4824126511013633,4020.0
4563,4563,1,High_Value,0.742111575572708,3,1,26050.0,0.29253979598054436,1,-0.9421445035422435,-1.4794170759570202,2605.0
4562,4562,1,High_Value,0.742111575572708,3,1,26050.0,0.29253979598054436,1,-0.9421445035422435,-1.4794170759570202,2605.0
4561,4561,1,High_Value,0.7470928488667697,3,1,40200.0,0.292595651318666,1,-0.9258292823368153,-1.4824126511013633,4020.0
4560,4560,1,High_Value,0.7380540275050737,3,1,35875.0,0.292578578927332,1,-0.9090598715048638,-1.4932332841633056,1793.75
4559,4559,1,High_Value,0.6636444427160553,3,1,1098000.0,0.29677118323845886,-1,-0.011039423441937356,-1.7474009516188413,9150.0
4558,4558,1,High_Value,0.3225396076751959,3,1,5000000.0,0.3121738354893869,-1,2.2410304858288685,-2.2756319165194845,25000.0
4557,4557,1,High_Value,0.7358870741585379,3,2,10335.0,0.3008110963358861,0,-0.947713397040922,-1.3705036137272801,2295.0
4557,4557,1,High_Value,0.7416962248608149,3,2,10335.0,0.3008110963358861,0,-0.9315844746917766,-1.3742171871233086,4020.0
4556,4556,1,High_Value,0.7443039793090162,4,1,56250.0,0.2901379982634921,1,-0.8713721964185989,-1.4628664465857482,2250.0
4555,4555,1,High_Value,0.7222320521608707,4,1,180000.0,0.29062648576119904,-1,-0.6259028410532389,-1.5508833628673435,2250.0
4554,4554,1,High_Value,0.7448133829502432,4,1,11250.0,0.28996036644614415,1,-0.9606337801878208,-1.4308602952106222,2250.0
4553,4553,1,High_Value,0.7515940508931849,4,1,18300.0,0.289988195430862,1,-0.9209884236255297,-1.434987193649473,9150.0
4552,4552,1,High_Value,0.7372120372805171,4,2,10605.0,0.29829115372342885,0,-0.9456733902160224,-1.3296999101824174,1435.0
4552,4552,1,High_Value,0.7470443480552917,4,2,10605.0,0.29829115372342885,0,-0.8921111737857477,-1.338746230065502,9170.0
4551,4551,1,High_Value,0.7515436725409824,4,1,18340.0,0.28998835332581074,1,-0.9208347001642899,-1.4350130713919225,9170.0
4550,4550,1,High_Value,0.7515940508931849,4,1,18300.0,0.289988195430862,1,-0.9209884236255297,-1.434987193649473,9150.0
4549,4549,1,High_Value,0.7515436725409824,4,1,18340.0,0.28998835332581074,1,-0.9208347001642899,-1.4350130713919225,9170.0
4548,4548,1,High_Value,0.7490772168049307,4,2,12280.0,0.2982977655744079,0,-0.8983573911981795,-1.3376477400825455,8200.0
4548,4548,1,High_Value,0.7474517052560217,4,2,12280.0,0.2982977655744079,0,-0.9268869751274273,-1.3328292736419107,4080.0
4547,4547,1,High_Value,0.7507806211566821,4,1,18900.0,0.2899905638550933,1,-0.9186825717069351,-1.435375359786217,9450.0
4546,4546,1,High_Value,0.7503520012839244,4,1,3825.0,0.2899310571962817,1,-0.967137165531437,-1.4263348840029746,3825.0
4545,4545,1,High_Value,0.7227465656834573,4,3,33825.0,0.3067161450745137,-1,-0.8349011909856987,-1.2477211902338952,11275.0
4545,4545,1,High_Value,0.7227465656834573,4,3,33825.0,0.3067161450745137,-1,-0.8349011909856987,-1.2477211902338952,11275.0
4545,4545,1,High_Value,0.7227465656834573,4,3,33825.0,0.3067161450745137,-1,-0.8349011909856987,-1.2477211902338952,11275.0
4544,4544,1,High_Value,0.7474517052560217,4,2,12280.0,0.2982977655744079,0,-0.9268869751274273,-1.3328292736419107,4080.0
4544,4544,1,High_Value,0.7490772168049307,4,2,12280.0,0.2982977655744079,0,-0.8983573911981795,-1.3376477400825455,8200.0
4543,4543,1,High_Value,0.7436316397703239,4,1,11250.0,0.28996036644614415,1,-0.9136350603117896,-1.4351780310348974,11250.0
4542,4542,1,High_Value,0.7435142992533278,4,1,11275.0,0.2899604651304871,1,-0.9134549185433735,-1.4352078059407287,11275.0
4541,4541,1,High_Value,0.7468688235801263,4,1,10506.0,0.28995742960009735,1,-0.9189960793398594,-1.4342919298373553,10506.0
4540,4540,1,High_Value,0.6851410455012464,4,1,19654.38,0.28999354167487934,3,-0.8530758652860795,-1.4451876159577461,19654.38
4539,4539,1,High_Value,0.7436316397703239,4,1,11250.0,0.28996036644614415,1,-0.9136350603117896,-1.4351780310348974,11250.0
4538,4538,1,High_Value,0.7475056239547258,4,2,26380.0,0.2983534235438436,0,-0.919156260613832,-1.334757898924542,4020.0
4538,4538,1,High_Value,0.7472817918487399,4,2,26380.0,0.2983534235438436,0,-0.8824669181090302,-1.3412003225043734,9170.0
4537,4537,1,High_Value,0.7474352030267377,4,2,11099.628076,0.29829310620529664,0,-0.9234502658211198,-1.3344298974320146,4020.0
4537,4537,1,High_Value,0.7378167215629998,4,2,11099.628076,0.29829310620529664,0,-0.9411907096386862,-1.3313147842747808,1529.814038
4536,4536,1,High_Value,0.7347175691535105,4,2,10817.5,0.2982919925403441,0,-0.9454006705046598,-1.330583406372247,950.0
4536,4536,1,High_Value,0.7476671886627156,4,2,10817.5,0.2982919925403441,0,-0.8937999339306895,-1.3384554849944634,8917.5
4535,4535,1,High_Value,0.6851410455012464,4,1,19654.38,0.28999354167487934,3,-0.8530758652860795,-1.4451876159577461,19654.38
4534,4534,1,High_Value,0.7379266535890137,4,2,12494.442114000001,0.2982986120575729,0,-0.9371116184294601,-1.3328380934210886,1529.814038
4534,4534,1,High_Value,0.7495005622242965,4,2,12494.442114000001,0.2982986120575729,0,-0.9003399034735112,-1.3373073316457367,7905.0
4533,4533,1,High_Value,0.728098915709705,4,1,14000.0,0.28997122172387096,1,-0.8938194657859945,-1.4384532706763502,14000.0
4532,4532,1,High_Value,0.7458079514090942,4,1,10762.5,0.2899584421014562,1,-0.9171478247959081,-1.4345974203711853,10762.5
4531,4531,1,High_Value,0.7474190448160883,4,2,10020.0,0.2982888445098033,0,-0.8933142656790141,-1.3385582431189689,9020.0
4531,4531,1,High_Value,0.7348811186758725,4,2,10020.0,0.2982888445098033,0,-0.9488500091529383,-1.329178606989384,1000.0
4530,4530,1,High_Value,0.7471052724432203,4,2,12100.0,0.29829705504713855,0,-0.8918295503191144,-1.3387549304396658,9150.0
4530,4530,1,High_Value,0.7439728404277652,4,2,12100.0,0.29829705504713855,0,-0.9347624193388563,-1.3315038401649242,2950.0
4529,4529,1,High_Value,0.7392601026146137,4,1,11280.0,0.2899604848673557,1,-0.9512552592932118,-1.4364865430812919,1128.0
4528,4528,1,High_Value,0.7398432312275385,4,2,45000.0,0.29842692364248846,0,-0.8624162092922159,-1.3442019994822096,11250.0
4528,4528,1,High_Value,0.7398432312275385,4,2,45000.0,0.29842692364248846,0,-0.8624162092922159,-1.3442019994822096,11250.0
4527,4527,1,High_Value,0.7389830436081175,4,1,10800.0,0.28995859012797065,1,-0.9518087084931132,-1.4363849263979502,1080.0
4526,4526,1,High_Value,0.7527815411730074,4,1,17200.0,0.2899838533197713,1,-0.9252158188096198,-1.434275555732108,8600.0
4525,4525,1,High_Value,0.7517935233521478,4,1,27450.0,0.2900243139003894,1,-0.9132098783922986,-1.437297448353885,9150.0
4524,4524,1,High_Value,0.7513578387125961,4,1,9150.0,0.28995207696133457,1,-0.9287669688587608,-1.4326769389450607,9150.0
4523,4523,1,High_Value,0.728098915709705,4,1,14000.0,0.28997122172387096,1,-0.8938194657859945,-1.4384532706763502,14000.0
4522,4522,1,High_Value,0.728098915709705,4,1,14000.0,0.28997122172387096,1,-0.8938194657859945,-1.4384532706763502,14000.0
4521,4521,1,High_Value,0.750880444474053,4,1,15280.0,0.2899762743622311,1,-0.9515207903674375,-1.4316144678163292,3820.0
4520,4520,1,High_Value,0.7445099568817416,4,2,11095.0,0.29829308793655107,0,-0.9340061404101919,-1.3316576968968452,3100.0
4520,4520,1,High_Value,0.7431095539872574,4,2,11095.0,0.29829308793655107,0,-0.9291911975728907,-1.3343205542741399,2665.0
4519,4519,1,High_Value,0.7429161639185407,4,1,11400.0,0.289960958552202,1,-0.9125542097012919,-1.4353566804698856,11400.0
4518,4518,1,High_Value,0.5661902871706308,4,1,1830000.0,0.29713965239729107,-1,0.6191635325542088,-1.8924176251230775,9150.0
4517,4517,1,High_Value,0.7446081120285863,4,2,13125.0,0.29830110110520036,0,-0.933262564683268,-1.331730510217958,3125.0
4517,4517,1,High_Value,0.744527112507639,4,2,13125.0,0.29830110110520036,0,-0.885655552665409,-1.3397710337080946,10000.0
4516,4516,1,High_Value,0.754423968332011,4,1,12500.0,0.2899653006632927,1,-0.9432783255052769,-1.4312349209942776,6250.0
4515,4515,1,High_Value,0.7514669020593449,4,1,16080.0,0.28997943226120615,1,-0.9497913548249095,-1.4319144015965157,4020.0
4514,4514,1,High_Value,0.7534347991632606,4,1,16400.0,0.2899806954207962,1,-0.9282902880344125,-1.4337580008831157,8200.0
